scheme,box,kind,priority,desired_s,hard_deadline_s,delivered_s,hard_slack_s,soft_delay_s
energy_guarded,S013-FOD-01,应急食品,10,7200,,5491.140578895316,,0.0
energy_guarded,S013-MED-01,医疗物资,24,3600,3600,1078.8297013234196,2521.1702986765804,
energy_guarded,S013-WAT-01,饮用水,12,3600,3600,1078.8297013234196,2521.1702986765804,
energy_guarded,S014-FOD-01,应急食品,10,7200,,2440.1834192261085,,0.0
energy_guarded,S014-MED-01,医疗物资,22,7200,3600,2440.1834192261085,1159.8165807738915,
energy_guarded,S014-WAT-01,饮用水,12,3600,3600,2440.1834192261085,1159.8165807738915,
energy_guarded,S015-FOD-01,应急食品,6,14400,,4273.12269388238,,0.0
energy_guarded,S015-MED-01,医疗物资,18,7200,7200,4273.12269388238,2926.87730611762,
energy_guarded,S015-WAT-01,饮用水,8,10800,10800,4273.12269388238,6526.87730611762,
energy_guarded_timely,S001-FOD-01,应急食品,10,7200,,2615.9331716367246,,0.0
energy_guarded_timely,S001-FOD-02,应急食品,10,7200,,2615.9331716367246,,0.0
energy_guarded_timely,S001-FOD-03,应急食品,10,7200,,2615.9331716367246,,0.0
energy_guarded_timely,S001-HYG-01,生活卫生用品,8,10800,,1182.8980887587327,,0.0
energy_guarded_timely,S001-HYG-02,生活卫生用品,8,10800,,1182.8980887587327,,0.0
energy_guarded_timely,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
energy_guarded_timely,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
energy_guarded_timely,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
energy_guarded_timely,S001-WAT-02,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded_timely,S001-WAT-03,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded_timely,S001-WAT-04,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded_timely,S001-WAT-05,饮用水,12,3600,,1182.8980887587327,,0.0
energy_guarded_timely,S001-WAT-06,饮用水,12,3600,,2615.9331716367246,,0.0
energy_guarded_timely,S001-WAT-07,饮用水,12,3600,,2615.9331716367246,,0.0
energy_guarded_timely,S001-WAT-08,饮用水,12,3600,,2615.9331716367246,,0.0
energy_guarded_timely,S002-FOD-01,应急食品,10,7200,,4419.412081034684,,0.0
energy_guarded_timely,S002-FOD-02,应急食品,10,7200,,4419.412081034684,,0.0
energy_guarded_timely,S002-HYG-01,生活卫生用品,8,10800,,4419.412081034684,,0.0
energy_guarded_timely,S002-MED-01,医疗物资,24,3600,3600,3377.672871132215,222.32712886778518,
energy_guarded_timely,S002-WAT-01,饮用水,12,3600,3600,3377.672871132215,222.32712886778518,
energy_guarded_timely,S002-WAT-02,饮用水,12,3600,,4419.412081034684,,819.412081034684
energy_guarded_timely,S002-WAT-03,饮用水,12,3600,,4419.412081034684,,819.412081034684
energy_guarded_timely,S002-WAT-04,饮用水,12,3600,,4419.412081034684,,819.412081034684
energy_guarded_timely,S003-FOD-01,应急食品,8,10800,,7224.142905053192,,0.0
energy_guarded_timely,S003-FOD-02,应急食品,8,10800,,7224.142905053192,,0.0
energy_guarded_timely,S003-HYG-01,生活卫生用品,6,14400,,7224.142905053192,,0.0
energy_guarded_timely,S003-MED-01,医疗物资,20,7200,7200,1409.111829747456,5790.888170252544,
energy_guarded_timely,S003-WAT-01,饮用水,10,7200,7200,1409.111829747456,5790.888170252544,
energy_guarded_timely,S003-WAT-02,饮用水,10,7200,,7224.142905053192,,24.142905053192408
energy_guarded_timely,S003-WAT-03,饮用水,10,7200,,7224.142905053192,,24.142905053192408
energy_guarded_timely,S003-WAT-04,饮用水,10,7200,,7224.142905053192,,24.142905053192408
energy_guarded_timely,S004-FOD-01,应急食品,8,10800,,6909.710146625803,,0.0
energy_guarded_timely,S004-HYG-01,生活卫生用品,6,14400,,6909.710146625803,,0.0
energy_guarded_timely,S004-MED-01,医疗物资,20,7200,7200,2686.097244465844,4513.902755534156,
energy_guarded_timely,S004-WAT-01,饮用水,10,7200,7200,2686.097244465844,4513.902755534156,
energy_guarded_timely,S004-WAT-02,饮用水,10,7200,,6909.710146625803,,0.0
energy_guarded_timely,S004-WAT-03,饮用水,10,7200,,6909.710146625803,,0.0
energy_guarded_timely,S005-FOD-01,应急食品,6,14400,,8871.98949942763,,0.0
energy_guarded_timely,S005-HYG-01,生活卫生用品,4,18000,,8871.98949942763,,0.0
energy_guarded_timely,S005-MED-01,医疗物资,16,10800,10800,6274.200221991818,4525.799778008182,
energy_guarded_timely,S005-WAT-01,饮用水,8,10800,10800,6274.200221991818,4525.799778008182,
energy_guarded_timely,S005-WAT-02,饮用水,8,10800,,8871.98949942763,,0.0
energy_guarded_timely,S005-WAT-03,饮用水,8,10800,,8871.98949942763,,0.0
energy_guarded_timely,S006-FOD-01,应急食品,10,7200,,1079.162541438996,,0.0
energy_guarded_timely,S006-HYG-01,生活卫生用品,8,10800,,1079.162541438996,,0.0
energy_guarded_timely,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
energy_guarded_timely,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
energy_guarded_timely,S006-WAT-02,饮用水,12,3600,,1079.162541438996,,0.0
energy_guarded_timely,S006-WAT-03,饮用水,12,3600,,1079.162541438996,,0.0
energy_guarded_timely,S007-FOD-01,应急食品,10,7200,,2833.998380592719,,0.0
energy_guarded_timely,S007-HYG-01,生活卫生用品,8,10800,,2833.998380592719,,0.0
energy_guarded_timely,S007-MED-01,医疗物资,24,3600,3600,2833.998380592719,766.0016194072809,
energy_guarded_timely,S007-WAT-01,饮用水,12,3600,3600,2833.998380592719,766.0016194072809,
energy_guarded_timely,S007-WAT-02,饮用水,12,3600,,2833.998380592719,,0.0
energy_guarded_timely,S008-FOD-01,应急食品,8,10800,,4879.55436414617,,0.0
energy_guarded_timely,S008-HYG-01,生活卫生用品,6,14400,,4879.55436414617,,0.0
energy_guarded_timely,S008-MED-01,医疗物资,20,7200,7200,4879.55436414617,2320.44563585383,
energy_guarded_timely,S008-WAT-01,饮用水,10,7200,7200,4879.55436414617,2320.44563585383,
energy_guarded_timely,S008-WAT-02,饮用水,10,7200,,4879.55436414617,,0.0
energy_guarded_timely,S009-FOD-01,应急食品,6,14400,,2976.003812329418,,0.0
energy_guarded_timely,S009-MED-01,医疗物资,16,10800,10800,5039.316713643323,5760.683286356677,
energy_guarded_timely,S009-WAT-01,饮用水,8,10800,10800,5039.316713643323,5760.683286356677,
energy_guarded_timely,S010-FOD-01,应急食品,10,7200,,964.8223462305075,,0.0
energy_guarded_timely,S010-MED-01,医疗物资,24,3600,3600,1104.4629012533037,2495.5370987466963,
energy_guarded_timely,S010-WAT-01,饮用水,12,3600,3600,1104.4629012533037,2495.5370987466963,
energy_guarded_timely,S011-FOD-01,应急食品,6,14400,,3096.2312662621525,,0.0
energy_guarded_timely,S011-MED-01,医疗物资,16,10800,10800,3072.7429857213783,7727.257014278622,
energy_guarded_timely,S011-WAT-01,饮用水,8,10800,10800,3072.7429857213783,7727.257014278622,
energy_guarded_timely,S012-FOD-01,应急食品,10,7200,,1281.9422220109946,,0.0
energy_guarded_timely,S012-MED-01,医疗物资,22,7200,3600,1281.9422220109946,2318.0577779890054,
energy_guarded_timely,S012-WAT-01,饮用水,12,3600,3600,1281.9422220109946,2318.0577779890054,
energy_guarded_timely,S013-FOD-01,应急食品,10,7200,,5491.140578895316,,0.0
energy_guarded_timely,S013-MED-01,医疗物资,24,3600,3600,2394.843915740408,1205.1560842595918,
energy_guarded_timely,S013-WAT-01,饮用水,12,3600,3600,2394.843915740408,1205.1560842595918,
energy_guarded_timely,S014-FOD-01,应急食品,10,7200,,2664.397470872132,,0.0
energy_guarded_timely,S014-MED-01,医疗物资,22,7200,3600,2664.397470872132,935.6025291278679,
energy_guarded_timely,S014-WAT-01,饮用水,12,3600,3600,2664.397470872132,935.6025291278679,
energy_guarded_timely,S015-FOD-01,应急食品,6,14400,,4497.336745528404,,0.0
energy_guarded_timely,S015-MED-01,医疗物资,18,7200,7200,4497.336745528404,2702.663254471596,
energy_guarded_timely,S015-WAT-01,饮用水,8,10800,10800,4497.336745528404,6302.663254471596,
alns_zero_delay_efficient,S001-FOD-01,应急食品,10,7200,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S001-FOD-02,应急食品,10,7200,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S001-FOD-03,应急食品,10,7200,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S001-HYG-01,生活卫生用品,8,10800,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-HYG-02,生活卫生用品,8,10800,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
alns_zero_delay_efficient,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
alns_zero_delay_efficient,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
alns_zero_delay_efficient,S001-WAT-02,饮用水,12,3600,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-WAT-03,饮用水,12,3600,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-WAT-04,饮用水,12,3600,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-WAT-05,饮用水,12,3600,,3297.9797300371856,,0.0
alns_zero_delay_efficient,S001-WAT-06,饮用水,12,3600,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S001-WAT-07,饮用水,12,3600,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S001-WAT-08,饮用水,12,3600,,1182.8980887587327,,0.0
alns_zero_delay_efficient,S002-FOD-01,应急食品,10,7200,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S002-FOD-02,应急食品,10,7200,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S002-HYG-01,生活卫生用品,8,10800,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
alns_zero_delay_efficient,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
alns_zero_delay_efficient,S002-WAT-02,饮用水,12,3600,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S002-WAT-03,饮用水,12,3600,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S002-WAT-04,饮用水,12,3600,,1490.9508206392265,,0.0
alns_zero_delay_efficient,S003-FOD-01,应急食品,8,10800,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S003-FOD-02,应急食品,8,10800,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S003-HYG-01,生活卫生用品,6,14400,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S003-MED-01,医疗物资,20,7200,7200,3557.9005420349276,3642.0994579650724,
alns_zero_delay_efficient,S003-WAT-01,饮用水,10,7200,7200,5572.615254454075,1627.3847455459254,
alns_zero_delay_efficient,S003-WAT-02,饮用水,10,7200,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S003-WAT-03,饮用水,10,7200,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S003-WAT-04,饮用水,10,7200,,6253.1121191589455,,0.0
alns_zero_delay_efficient,S004-FOD-01,应急食品,8,10800,,5064.069851279839,,0.0
alns_zero_delay_efficient,S004-HYG-01,生活卫生用品,6,14400,,5064.069851279839,,0.0
alns_zero_delay_efficient,S004-MED-01,医疗物资,20,7200,7200,2686.097244465844,4513.902755534156,
alns_zero_delay_efficient,S004-WAT-01,饮用水,10,7200,7200,2686.097244465844,4513.902755534156,
alns_zero_delay_efficient,S004-WAT-02,饮用水,10,7200,,5064.069851279839,,0.0
alns_zero_delay_efficient,S004-WAT-03,饮用水,10,7200,,5064.069851279839,,0.0
alns_zero_delay_efficient,S005-FOD-01,应急食品,6,14400,,7026.349204081665,,0.0
alns_zero_delay_efficient,S005-HYG-01,生活卫生用品,4,18000,,7026.349204081665,,0.0
alns_zero_delay_efficient,S005-MED-01,医疗物资,16,10800,10800,3412.0956778372906,7387.904322162709,
alns_zero_delay_efficient,S005-WAT-01,饮用水,8,10800,10800,3412.0956778372906,7387.904322162709,
alns_zero_delay_efficient,S005-WAT-02,饮用水,8,10800,,7026.349204081665,,0.0
alns_zero_delay_efficient,S005-WAT-03,饮用水,8,10800,,7026.349204081665,,0.0
alns_zero_delay_efficient,S006-FOD-01,应急食品,10,7200,,2664.5887189564614,,0.0
alns_zero_delay_efficient,S006-HYG-01,生活卫生用品,8,10800,,2664.5887189564614,,0.0
alns_zero_delay_efficient,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
alns_zero_delay_efficient,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
alns_zero_delay_efficient,S006-WAT-02,饮用水,12,3600,,2664.5887189564614,,0.0
alns_zero_delay_efficient,S006-WAT-03,饮用水,12,3600,,2664.5887189564614,,0.0
alns_zero_delay_efficient,S007-FOD-01,应急食品,10,7200,,3349.371857352493,,0.0
alns_zero_delay_efficient,S007-HYG-01,生活卫生用品,8,10800,,3349.371857352493,,0.0
alns_zero_delay_efficient,S007-MED-01,医疗物资,24,3600,3600,1058.2971239330009,2541.702876066999,
alns_zero_delay_efficient,S007-WAT-01,饮用水,12,3600,3600,1058.2971239330009,2541.702876066999,
alns_zero_delay_efficient,S007-WAT-02,饮用水,12,3600,,3349.371857352493,,0.0
alns_zero_delay_efficient,S008-FOD-01,应急食品,8,10800,,4957.8425232979935,,0.0
alns_zero_delay_efficient,S008-HYG-01,生活卫生用品,6,14400,,6855.883794784988,,0.0
alns_zero_delay_efficient,S008-MED-01,医疗物资,20,7200,7200,4957.8425232979935,2242.1574767020065,
alns_zero_delay_efficient,S008-WAT-01,饮用水,10,7200,7200,4957.8425232979935,2242.1574767020065,
alns_zero_delay_efficient,S008-WAT-02,饮用水,10,7200,,6855.883794784988,,0.0
alns_zero_delay_efficient,S009-FOD-01,应急食品,6,14400,,4623.787521405145,,0.0
alns_zero_delay_efficient,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
alns_zero_delay_efficient,S009-WAT-01,饮用水,8,10800,10800,4623.787521405145,6176.212478594855,
alns_zero_delay_efficient,S010-FOD-01,应急食品,10,7200,,3198.846207990655,,0.0
alns_zero_delay_efficient,S010-MED-01,医疗物资,24,3600,3600,2969.1719250431133,630.8280749568867,
alns_zero_delay_efficient,S010-WAT-01,饮用水,12,3600,3600,2969.1719250431133,630.8280749568867,
alns_zero_delay_efficient,S011-FOD-01,应急食品,6,14400,,1631.7211026110533,,0.0
alns_zero_delay_efficient,S011-MED-01,医疗物资,16,10800,10800,4553.815562562867,6246.184437437133,
alns_zero_delay_efficient,S011-WAT-01,饮用水,8,10800,10800,4553.815562562867,6246.184437437133,
alns_zero_delay_efficient,S012-FOD-01,应急食品,10,7200,,2631.26375879678,,0.0
alns_zero_delay_efficient,S012-MED-01,医疗物资,22,7200,3600,1345.2495443797914,2254.7504556202084,
alns_zero_delay_efficient,S012-WAT-01,饮用水,12,3600,3600,1345.2495443797914,2254.7504556202084,
alns_zero_delay_efficient,S013-FOD-01,应急食品,10,7200,,3136.0982544722074,,0.0
alns_zero_delay_efficient,S013-MED-01,医疗物资,24,3600,3600,1028.018029613423,2571.981970386577,
alns_zero_delay_efficient,S013-WAT-01,饮用水,12,3600,3600,1028.018029613423,2571.981970386577,
alns_zero_delay_efficient,S014-FOD-01,应急食品,10,7200,,3406.917773423316,,0.0
alns_zero_delay_efficient,S014-MED-01,医疗物资,22,7200,3600,2761.140359610452,838.8596403895481,
alns_zero_delay_efficient,S014-WAT-01,饮用水,12,3600,3600,2761.140359610452,838.8596403895481,
alns_zero_delay_efficient,S015-FOD-01,应急食品,6,14400,,6090.139933492595,,0.0
alns_zero_delay_efficient,S015-MED-01,医疗物资,18,7200,7200,4015.1646859079833,3184.8353140920167,
alns_zero_delay_efficient,S015-WAT-01,饮用水,8,10800,10800,5149.857048079588,5650.142951920412,
quick_24,S001-FOD-01,应急食品,10,7200,,1182.8980887587327,,0.0
quick_24,S001-FOD-02,应急食品,10,7200,,1182.8980887587327,,0.0
quick_24,S001-FOD-03,应急食品,10,7200,,1182.8980887587327,,0.0
quick_24,S001-HYG-01,生活卫生用品,8,10800,,3587.4959716690137,,0.0
quick_24,S001-HYG-02,生活卫生用品,8,10800,,3587.4959716690137,,0.0
quick_24,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
quick_24,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
quick_24,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
quick_24,S001-WAT-02,饮用水,12,3600,,3587.4959716690137,,0.0
quick_24,S001-WAT-03,饮用水,12,3600,,3587.4959716690137,,0.0
quick_24,S001-WAT-04,饮用水,12,3600,,3587.4959716690137,,0.0
quick_24,S001-WAT-05,饮用水,12,3600,,3587.4959716690137,,0.0
quick_24,S001-WAT-06,饮用水,12,3600,,1182.8980887587327,,0.0
quick_24,S001-WAT-07,饮用水,12,3600,,1182.8980887587327,,0.0
quick_24,S001-WAT-08,饮用水,12,3600,,1182.8980887587327,,0.0
quick_24,S002-FOD-01,应急食品,10,7200,,2986.376998156692,,0.0
quick_24,S002-FOD-02,应急食品,10,7200,,2986.376998156692,,0.0
quick_24,S002-HYG-01,生活卫生用品,8,10800,,2986.376998156692,,0.0
quick_24,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
quick_24,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
quick_24,S002-WAT-02,饮用水,12,3600,,2986.376998156692,,0.0
quick_24,S002-WAT-03,饮用水,12,3600,,2986.376998156692,,0.0
quick_24,S002-WAT-04,饮用水,12,3600,,2986.376998156692,,0.0
quick_24,S003-FOD-01,应急食品,8,10800,,6044.036949877643,,0.0
quick_24,S003-FOD-02,应急食品,8,10800,,6044.036949877643,,0.0
quick_24,S003-HYG-01,生活卫生用品,6,14400,,6044.036949877643,,0.0
quick_24,S003-MED-01,医疗物资,20,7200,7200,3067.346611340817,4132.653388659182,
quick_24,S003-WAT-01,饮用水,10,7200,7200,5518.0153670584905,1681.9846329415095,
quick_24,S003-WAT-02,饮用水,10,7200,,6044.036949877643,,0.0
quick_24,S003-WAT-03,饮用水,10,7200,,6044.036949877643,,0.0
quick_24,S003-WAT-04,饮用水,10,7200,,6044.036949877643,,0.0
quick_24,S004-FOD-01,应急食品,8,10800,,5064.069851279839,,0.0
quick_24,S004-HYG-01,生活卫生用品,6,14400,,5064.069851279839,,0.0
quick_24,S004-MED-01,医疗物资,20,7200,7200,2689.640581570148,4510.359418429853,
quick_24,S004-WAT-01,饮用水,10,7200,7200,2689.640581570148,4510.359418429853,
quick_24,S004-WAT-02,饮用水,10,7200,,5064.069851279839,,0.0
quick_24,S004-WAT-03,饮用水,10,7200,,5064.069851279839,,0.0
quick_24,S005-FOD-01,应急食品,6,14400,,7026.349204081665,,0.0
quick_24,S005-HYG-01,生活卫生用品,4,18000,,7026.349204081665,,0.0
quick_24,S005-MED-01,医疗物资,16,10800,10800,3412.0956778372906,7387.904322162709,
quick_24,S005-WAT-01,饮用水,8,10800,10800,3412.0956778372906,7387.904322162709,
quick_24,S005-WAT-02,饮用水,8,10800,,7026.349204081665,,0.0
quick_24,S005-WAT-03,饮用水,8,10800,,7026.349204081665,,0.0
quick_24,S006-FOD-01,应急食品,10,7200,,1169.162541438996,,0.0
quick_24,S006-HYG-01,生活卫生用品,8,10800,,1169.162541438996,,0.0
quick_24,S006-MED-01,医疗物资,24,3600,3600,936.7704405418276,2663.2295594581724,
quick_24,S006-WAT-01,饮用水,12,3600,3600,936.7704405418276,2663.2295594581724,
quick_24,S006-WAT-02,饮用水,12,3600,,1169.162541438996,,0.0
quick_24,S006-WAT-03,饮用水,12,3600,,1169.162541438996,,0.0
quick_24,S007-FOD-01,应急食品,10,7200,,1853.9456798350275,,0.0
quick_24,S007-HYG-01,生活卫生用品,8,10800,,1853.9456798350275,,0.0
quick_24,S007-MED-01,医疗物资,24,3600,3600,1356.7325674840213,2243.2674325159787,
quick_24,S007-WAT-01,饮用水,12,3600,3600,1356.7325674840213,2243.2674325159787,
quick_24,S007-WAT-02,饮用水,12,3600,,1853.9456798350275,,0.0
quick_24,S008-FOD-01,应急食品,8,10800,,4837.497667992171,,0.0
quick_24,S008-HYG-01,生活卫生用品,6,14400,,6735.5389394791655,,0.0
quick_24,S008-MED-01,医疗物资,20,7200,7200,4837.497667992171,2362.502332007829,
quick_24,S008-WAT-01,饮用水,10,7200,7200,4837.497667992171,2362.502332007829,
quick_24,S008-WAT-02,饮用水,10,7200,,6735.5389394791655,,0.0
quick_24,S009-FOD-01,应急食品,6,14400,,4776.760823734248,,0.0
quick_24,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
quick_24,S009-WAT-01,饮用水,8,10800,10800,4776.760823734248,6023.239176265752,
quick_24,S010-FOD-01,应急食品,10,7200,,2884.5720376475297,,0.0
quick_24,S010-MED-01,医疗物资,24,3600,3600,2495.7917387906873,1104.2082612093127,
quick_24,S010-WAT-01,饮用水,12,3600,3600,2495.7917387906873,1104.2082612093127,
quick_24,S011-FOD-01,应急食品,6,14400,,847.0018095348861,,0.0
quick_24,S011-MED-01,医疗物资,16,10800,10800,3072.7429857213783,7727.257014278622,
quick_24,S011-WAT-01,饮用水,8,10800,10800,3072.7429857213783,7727.257014278622,
quick_24,S012-FOD-01,应急食品,10,7200,,5046.881614060195,,0.0
quick_24,S012-MED-01,医疗物资,22,7200,3600,1345.2495443797914,2254.7504556202084,
quick_24,S012-WAT-01,饮用水,12,3600,3600,1345.2495443797914,2254.7504556202084,
quick_24,S013-FOD-01,应急食品,10,7200,,4537.2537850514345,,0.0
quick_24,S013-MED-01,医疗物资,24,3600,3600,998.0180296134231,2601.981970386577,
quick_24,S013-WAT-01,饮用水,12,3600,3600,998.0180296134231,2601.981970386577,
quick_24,S014-FOD-01,应急食品,10,7200,,2933.5375871708893,,0.0
quick_24,S014-MED-01,医疗物资,22,7200,3600,3352.317886027732,247.68211397226787,
quick_24,S014-WAT-01,饮用水,12,3600,3600,3352.317886027732,247.68211397226787,
quick_24,S015-FOD-01,应急食品,6,14400,,2601.015800801095,,0.0
quick_24,S015-MED-01,医疗物资,18,7200,7200,2601.015800801095,4598.984199198905,
quick_24,S015-WAT-01,饮用水,8,10800,10800,5095.257160684005,5704.742839315995,
energy_22,S001-FOD-01,应急食品,10,7200,,1182.8980887587327,,0.0
energy_22,S001-FOD-02,应急食品,10,7200,,1182.8980887587327,,0.0
energy_22,S001-FOD-03,应急食品,10,7200,,1182.8980887587327,,0.0
energy_22,S001-HYG-01,生活卫生用品,8,10800,,3297.9797300371856,,0.0
energy_22,S001-HYG-02,生活卫生用品,8,10800,,3297.9797300371856,,0.0
energy_22,S001-MED-01,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
energy_22,S001-MED-02,医疗物资,24,3600,3600,969.3587719896758,2630.641228010324,
energy_22,S001-WAT-01,饮用水,12,3600,3600,969.3587719896758,2630.641228010324,
energy_22,S001-WAT-02,饮用水,12,3600,,3297.9797300371856,,0.0
energy_22,S001-WAT-03,饮用水,12,3600,,3297.9797300371856,,0.0
energy_22,S001-WAT-04,饮用水,12,3600,,3297.9797300371856,,0.0
energy_22,S001-WAT-05,饮用水,12,3600,,3297.9797300371856,,0.0
energy_22,S001-WAT-06,饮用水,12,3600,,1182.8980887587327,,0.0
energy_22,S001-WAT-07,饮用水,12,3600,,1182.8980887587327,,0.0
energy_22,S001-WAT-08,饮用水,12,3600,,1182.8980887587327,,0.0
energy_22,S002-FOD-01,应急食品,10,7200,,1490.9508206392265,,0.0
energy_22,S002-FOD-02,应急食品,10,7200,,1490.9508206392265,,0.0
energy_22,S002-HYG-01,生活卫生用品,8,10800,,1490.9508206392265,,0.0
energy_22,S002-MED-01,医疗物资,24,3600,3600,1557.8743471608939,2042.1256528391061,
energy_22,S002-WAT-01,饮用水,12,3600,3600,1557.8743471608939,2042.1256528391061,
energy_22,S002-WAT-02,饮用水,12,3600,,1490.9508206392265,,0.0
energy_22,S002-WAT-03,饮用水,12,3600,,1490.9508206392265,,0.0
energy_22,S002-WAT-04,饮用水,12,3600,,1490.9508206392265,,0.0
energy_22,S003-FOD-01,应急食品,8,10800,,6319.1121191589455,,0.0
energy_22,S003-FOD-02,应急食品,8,10800,,6319.1121191589455,,0.0
energy_22,S003-HYG-01,生活卫生用品,6,14400,,6319.1121191589455,,0.0
energy_22,S003-MED-01,医疗物资,20,7200,7200,6319.1121191589455,880.8878808410545,
energy_22,S003-WAT-01,饮用水,10,7200,7200,5063.597333234318,2136.4026667656817,
energy_22,S003-WAT-02,饮用水,10,7200,,6319.1121191589455,,0.0
energy_22,S003-WAT-03,饮用水,10,7200,,6319.1121191589455,,0.0
energy_22,S003-WAT-04,饮用水,10,7200,,6319.1121191589455,,0.0
energy_22,S004-FOD-01,应急食品,8,10800,,5196.069851279839,,0.0
energy_22,S004-HYG-01,生活卫生用品,6,14400,,5196.069851279839,,0.0
energy_22,S004-MED-01,医疗物资,20,7200,7200,5196.069851279839,2003.930148720161,
energy_22,S004-WAT-01,饮用水,10,7200,7200,5196.069851279839,2003.930148720161,
energy_22,S004-WAT-02,饮用水,10,7200,,5196.069851279839,,0.0
energy_22,S004-WAT-03,饮用水,10,7200,,5196.069851279839,,0.0
energy_22,S005-FOD-01,应急食品,6,14400,,7521.9549469878075,,0.0
energy_22,S005-HYG-01,生活卫生用品,4,18000,,7521.9549469878075,,0.0
energy_22,S005-MED-01,医疗物资,16,10800,10800,2443.106596313584,8356.893403686416,
energy_22,S005-WAT-01,饮用水,8,10800,10800,2443.106596313584,8356.893403686416,
energy_22,S005-WAT-02,饮用水,8,10800,,7521.9549469878075,,0.0
energy_22,S005-WAT-03,饮用水,8,10800,,7521.9549469878075,,0.0
energy_22,S006-FOD-01,应急食品,10,7200,,2766.5887189564614,,0.0
energy_22,S006-HYG-01,生活卫生用品,8,10800,,2766.5887189564614,,0.0
energy_22,S006-MED-01,医疗物资,24,3600,3600,2766.5887189564614,833.4112810435386,
energy_22,S006-WAT-01,饮用水,12,3600,3600,2766.5887189564614,833.4112810435386,
energy_22,S006-WAT-02,饮用水,12,3600,,2766.5887189564614,,0.0
energy_22,S006-WAT-03,饮用水,12,3600,,2766.5887189564614,,0.0
energy_22,S007-FOD-01,应急食品,10,7200,,4343.8054066487475,,0.0
energy_22,S007-HYG-01,生活卫生用品,8,10800,,3415.371857352493,,0.0
energy_22,S007-MED-01,医疗物资,24,3600,3600,1133.8608178597733,2466.1391821402267,
energy_22,S007-WAT-01,饮用水,12,3600,3600,1133.8608178597733,2466.1391821402267,
energy_22,S007-WAT-02,饮用水,12,3600,,3415.371857352493,,0.0
energy_22,S008-FOD-01,应急食品,8,10800,,2843.818661537846,,0.0
energy_22,S008-HYG-01,生活卫生用品,6,14400,,6605.79787512863,,0.0
energy_22,S008-MED-01,医疗物资,20,7200,7200,2843.818661537846,4356.181338462155,
energy_22,S008-WAT-01,饮用水,10,7200,7200,2843.818661537846,4356.181338462155,
energy_22,S008-WAT-02,饮用水,10,7200,,6605.79787512863,,0.0
energy_22,S009-FOD-01,应急食品,6,14400,,3408.817201955866,,0.0
energy_22,S009-MED-01,医疗物资,16,10800,10800,1127.3572431194746,9672.642756880525,
energy_22,S009-WAT-01,饮用水,8,10800,10800,3408.817201955866,7391.182798044134,
energy_22,S010-FOD-01,应急食品,10,7200,,1084.8223462305075,,0.0
